
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
 323 12 2019    0.00    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.61    0.00    0.00    0.00    19.2   -0.00
 323 24 2019    0.00    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.61    0.00    0.00    0.00    19.8   -0.00
 324 12 2019    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37    0.00    0.00    0.00    20.2    0.00
 324 24 2019    0.00    0.00    0.00    0.89    0.00    0.00    0.00    0.00   -0.89    0.00    0.00    0.00    21.0   -0.00
 325 12 2019    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23    0.00    0.00    0.00    21.3    0.00
 325 24 2019    0.00    0.00    0.00    0.51    0.00    0.00    0.00    0.00   -0.51    0.00    0.00    0.00    21.8    0.00
 326 12 2019    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00    22.1    0.00
 326 24 2019    0.00    0.00    0.00    0.63    0.00    0.00    0.00    0.00   -0.63    0.00    0.00    0.00    22.7    0.00
 327 12 2019    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00    23.0   -0.00
 327 24 2019    0.00    0.00    0.00    0.65    0.00    0.00    0.00    0.00   -0.65    0.00    0.00    0.00    23.7   -0.00
 328 12 2019    0.00    0.00    0.00    0.70    0.00    0.00    0.00    0.00   -0.70    0.00    0.00    0.00    24.4    0.00
 328 24 2019    0.00    0.00    0.00    0.89    0.00    0.00    0.00    0.00   -0.89    0.00    0.00    0.00    25.3   -0.00
 329 12 2019    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14    0.00    0.00    0.00    25.4    0.00
 329 24 2019    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00    25.8   -0.00
 330 12 2019    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    25.9    0.00
 330 24 2019    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23    0.00    0.00    0.00    26.1    0.00
 331 12 2019    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    26.4    0.00
 331 24 2019    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37    0.00    0.00    0.00    26.7    0.00
 332 12 2019    0.00    0.00    0.00    0.39    0.00    0.00    0.00    0.00   -0.39    0.00    0.00    0.00    27.1   -0.00
 332 24 2019    0.00    0.00    0.00    0.80    0.00    0.00    0.00    0.00   -0.80    0.00    0.00    0.00    27.9   -0.00
 333 12 2019    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24    0.00    0.00    0.00    28.2    0.00
 333 24 2019    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42    0.00    0.00    0.00    28.6    0.00
 334 12 2019    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    28.7   -0.00
 334 24 2019    0.00    0.00    0.00    0.48    0.00    0.00    0.00    0.00   -0.48    0.00    0.00    0.00    29.2   -0.00
 335 12 2019    0.00    0.00    0.00    0.65    0.00    0.00    0.00    0.00   -0.65    0.00    0.00    0.00    29.9    0.00
 335 24 2019    0.00    0.00    0.00    0.83    0.00    0.00    0.00    0.00   -0.83    0.00    0.00    0.00    30.7   -0.00
 336 12 2019    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07    0.00    0.00    0.00    30.8   -0.00
 336 24 2019    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00    31.1   -0.00
 337 12 2019    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00    31.3    0.00
 337 24 2019    0.00    0.00    0.00    0.47    0.00    0.00    0.00    0.00   -0.47    0.00    0.00    0.00    31.8   -0.00
 338 12 2019    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00    31.8    0.00
 338 24 2019    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32    0.00    0.00    0.00    32.2   -0.00
 339 12 2019    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    32.4   -0.00
 339 24 2019    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37    0.00    0.00    0.00    32.7   -0.00
 340 12 2019    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    32.9    0.00
 340 24 2019    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24    0.00    0.00    0.00    33.1   -0.00
 341 12 2019    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    33.2    0.00
 341 24 2019    0.00    0.00    0.00    0.49    0.00    0.00    0.00    0.00   -0.49    0.00    0.00    0.00    33.7    0.00
 342 12 2019    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06    0.00    0.00    0.00    33.8    0.00
 342 24 2019    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00    34.1    0.00
 343 12 2019    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00    34.1    0.00
 343 24 2019    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    34.3   -0.00
 344 12 2019    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17    0.00    0.00    0.00    34.5   -0.00
 344 24 2019    0.00    0.00    0.00    0.73    0.00    0.00    0.00    0.00   -0.73    0.00    0.00    0.00    35.2    0.00
 345 12 2019    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00    35.3   -0.00
 345 24 2019    0.00    0.00    0.00    0.44    0.00    0.00    0.00    0.00   -0.44    0.00    0.00    0.00    35.8   -0.00
 346 12 2019    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    35.9   -0.00
 346 24 2019    0.00    0.00    0.00    0.85    0.00    0.00    0.00    0.00   -0.85    0.00    0.00    0.00    36.8    0.00
 347 12 2019    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00    37.2   -0.00
 347 24 2019    0.00    0.00    0.00    1.12    0.00    0.00    0.00    0.00   -1.12    0.00    0.00    0.00    38.3    0.00
 348 12 2019    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    38.4    0.00
 348 24 2019    0.00    0.00    0.00    0.44    0.00    0.00    0.00    0.00   -0.44    0.00    0.00    0.00    38.9    0.00
 349 12 2019    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00    38.9   -0.00
 349 24 2019    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34    0.00    0.00    0.00    39.3   -0.00
 350 12 2019    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    39.5   -0.00
 350 24 2019    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30    0.00    0.00    0.00    39.8    0.00
 351 12 2019    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    40.0   -0.00
 351 24 2019    0.00    0.00    0.00    0.28    0.00    0.00    0.00    0.00   -0.28    0.00    0.00    0.00    40.2   -0.00
 352 12 2019    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17    0.00    0.00    0.00    40.4    0.00
 352 24 2019    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    40.6    0.00
 353 12 2019    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00    40.7    0.00
 353 24 2019    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.29    0.00    0.00    0.00    41.0    0.00
 354 12 2019    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    41.2    0.00
 354 24 2019    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.21    0.00    0.00    0.00    41.4    0.00
 355 12 2019    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00    41.5   -0.00
 355 24 2019    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00    41.7    0.00
 356 12 2019    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    41.8   -0.00
 356 24 2019    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24    0.00    0.00    0.00    42.0    0.00
 357 12 2019    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    42.2    0.00
 357 24 2019    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42    0.00    0.00    0.00    42.6    0.00
 358 12 2019    0.00    0.00    0.00    0.19    0.00    0.00    0.00    0.00   -0.19    0.00    0.00    0.00    42.8   -0.00
 358 24 2019    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00   -0.50    0.00    0.00    0.00    43.3    0.00
 359 12 2019    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    43.4    0.00
 359 24 2019    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42    0.00    0.00    0.00    43.8    0.00
 360 12 2019    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00    43.9    0.00
 360 24 2019    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.21    0.00    0.00    0.00    44.1    0.00
 361 12 2019    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00    44.2    0.00
 361 24 2019    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24    0.00    0.00    0.00    44.4    0.00
 362 12 2019    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00    44.6    0.00
 362 24 2019    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    44.7    0.00
 363 12 2019    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23    0.00    0.00    0.00    44.9    0.00
 363 24 2019    0.00    0.00    0.00    0.47    0.00    0.00    0.00    0.00   -0.47    0.00    0.00    0.00    45.4    0.00
 364 12 2019    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    45.6    0.00
 364 24 2019    0.00    0.00    0.00    0.40    0.00    0.00    0.00    0.00   -0.40    0.00    0.00    0.00    46.0    0.00
 365 12 2019    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    46.2    0.00
 365 24 2019    0.00    0.00    0.00    0.36    0.00    0.00    0.00    0.00   -0.36    0.00    0.00    0.00    46.6    0.00
   1 12 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18    0.00    0.00    0.00    46.8    0.00
   1 24 2020    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00   -0.25    0.00    0.00    0.00    47.0    0.00
   2 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14    0.00    0.00    0.00    47.2    0.00
   2 24 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    47.4    0.00
   3 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    47.5    0.00
   3 24 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    47.7    0.00
   4 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    47.8    0.00
   4 24 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    48.0    0.00
   5 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14    0.00    0.00    0.00    48.1    0.00
   5 24 2020    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.21    0.00    0.00    0.00    48.4    0.00
   6 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    48.5    0.00
   6 24 2020    0.00    0.00    0.00    0.57    0.00    0.00    0.00    0.00   -0.57    0.00    0.00    0.00    49.1    0.00
   7 12 2020    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31    0.00    0.00    0.00    49.4    0.00
   7 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42    0.00    0.00    0.00    49.8   -0.00
   8 12 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00    50.1    0.00
   8 24 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45    0.00    0.00    0.00    50.5    0.00
   9 12 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00    50.8    0.00
   9 24 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45    0.00    0.00    0.00    51.2    0.00
  10 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14    0.00    0.00    0.00    51.4    0.00
  10 24 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37   -0.00    0.00    0.00    51.7   -0.00
  11 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    51.8    0.00
  11 24 2020    0.00    0.00    0.00    0.54    0.00    0.00    0.00    0.00   -0.54   -0.00    0.00    0.00    52.3    0.00
  12 12 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26   -0.00    0.00    0.00    52.6    0.00
  12 24 2020    0.00    0.00    0.00    0.73    0.00    0.00    0.00    0.00   -0.73   -0.00    0.00    0.00    53.3    0.00
  13 12 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22   -0.00    0.00    0.00    53.5    0.00
  13 24 2020    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00   -0.75   -0.00    0.00    0.00    54.3    0.00
  14 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    54.4    0.00
  14 24 2020    0.00    0.00    0.00    0.48    0.00    0.00    0.00    0.00   -0.48   -0.00    0.00    0.00    54.8   -0.00
  15 12 2020    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17   -0.00    0.00    0.00    55.0    0.00
  15 24 2020    0.00    0.00    0.00    0.72    0.00    0.00    0.00    0.00   -0.72   -0.00    0.00    0.00    55.7    0.00
  16 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    55.8    0.00
  16 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27   -0.00    0.00    0.00    56.1    0.00
  17 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    56.1    0.00
  17 24 2020    0.00    0.00    0.00    0.47    0.00    0.00    0.00    0.00   -0.47   -0.00    0.00    0.00    56.6    0.00
  18 12 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22   -0.00    0.00    0.00    56.8    0.00
  18 24 2020    0.00    0.00    0.00    0.52    0.00    0.00    0.00    0.00   -0.52   -0.00    0.00    0.00    57.4    0.00
  19 12 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06   -0.00    0.00    0.00    57.4    0.00
  19 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27   -0.00    0.00    0.00    57.7    0.00
  20 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    57.8    0.00
  20 24 2020    0.00    0.00    0.00    0.35    0.00    0.00    0.00    0.00   -0.35   -0.00    0.00    0.00    58.1    0.00
  21 12 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06   -0.00    0.00    0.00    58.2    0.00
  21 24 2020    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32   -0.00    0.00    0.00    58.5    0.00
  22 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04   -0.00    0.00    0.00    58.5    0.00
  22 24 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34   -0.00    0.00    0.00    58.9    0.00
  23 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13   -0.00    0.00    0.00    59.0    0.00
  23 24 2020    0.00    0.00    0.00    0.40    0.00    0.00    0.00    0.00   -0.40   -0.00    0.00    0.00    59.4    0.00
  24 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11   -0.00    0.00    0.00    59.5    0.00
  24 24 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22   -0.00    0.00    0.00    59.7    0.00
  25 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    59.8    0.00
  25 24 2020    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23   -0.00    0.00    0.00    60.0    0.00
  26 12 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34   -0.00    0.00    0.00    60.4    0.00
  26 24 2020    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00   -0.75   -0.00    0.00    0.00    61.1    0.00
  27 12 2020    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24   -0.00    0.00    0.00    61.4    0.00
  27 24 2020    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00   -0.67   -0.00    0.00    0.00    62.0    0.00
  28 12 2020    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32   -0.00    0.00    0.00    62.4    0.00
  28 24 2020    0.00    0.00    0.00    1.02    0.00    0.00    0.00    0.00   -1.02   -0.00    0.00    0.00    63.4    0.00
  29 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13   -0.00    0.00    0.00    63.5    0.00
  29 24 2020    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00   -0.75   -0.00    0.00    0.00    64.3    0.00
  30 12 2020    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17   -0.00    0.00    0.00    64.4    0.00
  30 24 2020    0.00    0.00    0.00    0.93    0.00    0.00    0.00    0.00   -0.93   -0.00    0.00    0.00    65.4    0.00
  31 12 2020    0.00    0.00    0.00    0.28    0.00    0.00    0.00    0.00   -0.28   -0.00    0.00    0.00    65.6    0.00
  31 24 2020    0.00    0.00    0.00    0.88    0.00    0.00    0.00    0.00   -0.88   -0.00    0.00    0.00    66.5    0.00
  32 12 2020    0.00    0.00    0.00    0.51    0.00    0.00    0.00    0.00   -0.51   -0.00    0.00    0.00    67.0    0.00
  32 24 2020    0.00    0.00    0.00    0.92    0.00    0.00    0.00    0.00   -0.92   -0.00    0.00    0.00    68.0    0.00
  33 12 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26   -0.00    0.00    0.00    68.2    0.00
  33 24 2020    0.00    0.00    0.00    0.82    0.00    0.00    0.00    0.00   -0.82   -0.00    0.00    0.00    69.0    0.00
  34 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14   -0.00    0.00    0.00    69.2    0.00
  34 24 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37   -0.00    0.00    0.00    69.5    0.00
  35 12 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20   -0.00    0.00    0.00    69.7    0.00
  35 24 2020    0.00    0.00    0.00    0.57    0.00    0.00    0.00    0.00   -0.57   -0.00    0.00    0.00    70.3    0.00
  36 12 2020    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17   -0.00    0.00    0.00    70.5    0.00
  36 24 2020    0.00    0.00    0.00    0.71    0.00    0.00    0.00    0.00   -0.71   -0.00    0.00    0.00    71.2    0.00
  37 12 2020    0.00    0.00    0.00    0.47    0.00    0.00    0.00    0.00   -0.47   -0.00    0.00    0.00    71.7    0.00
  37 24 2020    0.00    0.00    0.00    0.66    0.00    0.00    0.00    0.00   -0.66   -0.00    0.00    0.00    72.3    0.00
  38 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14   -0.00    0.00    0.00    72.5    0.00
  38 24 2020    0.00    0.00    0.00    0.74    0.00    0.00    0.00    0.00   -0.74   -0.00    0.00    0.00    73.2    0.00
  39 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15   -0.00    0.00    0.00    73.4    0.00
  39 24 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37   -0.00    0.00    0.00    73.7    0.00
  40 12 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18   -0.00    0.00    0.00    73.9    0.00
  40 24 2020    0.00    0.00    0.00    0.40    0.00    0.00    0.00    0.00   -0.40   -0.00    0.00    0.00    74.3    0.00
  41 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14   -0.00    0.00    0.00    74.5    0.00
  41 24 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37   -0.00    0.00    0.00    74.8    0.00
  42 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13   -0.00    0.00    0.00    75.0    0.00
  42 24 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45   -0.00    0.00    0.00    75.4    0.00
  43 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13   -0.00    0.00    0.00    75.5    0.00
  43 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42   -0.00    0.00    0.00    76.0    0.00
  44 12 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06   -0.00    0.00    0.00    76.0    0.00
  44 24 2020    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31   -0.00    0.00    0.00    76.3    0.00
