
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
  45 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11   -0.00    0.00    0.00    76.4    0.00
  45 24 2020    0.00    0.00    0.00    0.48    0.00    0.00    0.00    0.00   -0.48   -0.00    0.00    0.00    76.9    0.00
  46 12 2020    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12   -0.00    0.00    0.00    77.0    0.00
  46 24 2020    0.00    0.00    0.00    0.44    0.00    0.00    0.00    0.00   -0.44   -0.00    0.00    0.00    77.5    0.00
  47 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14   -0.00    0.00    0.00    77.6    0.00
  47 24 2020    0.00    0.00    0.00    0.56    0.00    0.00    0.00    0.00   -0.56   -0.00    0.00    0.00    78.2    0.00
  48 12 2020    0.00    0.00    0.00    0.19    0.00    0.00    0.00    0.00   -0.19   -0.00    0.00    0.00    78.4    0.00
  48 24 2020    0.00    0.00    0.00    0.48    0.00    0.00    0.00    0.00   -0.48   -0.00    0.00    0.00    78.8    0.00
  49 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13   -0.00    0.00    0.00    79.0    0.00
  49 24 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33   -0.00    0.00    0.00    79.3    0.00
  50 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15   -0.00    0.00    0.00    79.4    0.00
  50 24 2020    0.00    0.00    0.00    0.60    0.00    0.00    0.00    0.00   -0.60   -0.00    0.00    0.00    80.0    0.00
  51 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15   -0.00    0.00    0.00    80.2    0.00
  51 24 2020    0.00    0.00    0.00    0.59    0.00    0.00    0.00    0.00   -0.59   -0.00    0.00    0.00    80.8    0.00
  52 12 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18   -0.00    0.00    0.00    81.0    0.00
  52 24 2020    0.00    0.00    0.00    0.57    0.00    0.00    0.00    0.00   -0.57   -0.00    0.00    0.00    81.5    0.00
  53 12 2020    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.21   -0.00    0.00    0.00    81.7    0.00
  53 24 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45   -0.00    0.00    0.00    82.2    0.00
  54 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11   -0.00    0.00    0.00    82.3    0.00
  54 24 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34   -0.00    0.00    0.00    82.6    0.00
  55 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    82.7    0.00
  55 24 2020    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24   -0.00    0.00    0.00    82.9    0.00
  56 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11   -0.00    0.00    0.00    83.1    0.00
  56 24 2020    0.00    0.00    0.00    0.46    0.00    0.00    0.00    0.00   -0.46   -0.00    0.00    0.00    83.5    0.00
  57 12 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26   -0.00    0.00    0.00    83.8    0.00
  57 24 2020    0.00    0.00    0.00    0.66    0.00    0.00    0.00    0.00   -0.66   -0.00    0.00    0.00    84.4    0.00
  58 12 2020    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30   -0.00    0.00    0.00    84.7    0.00
  58 24 2020    0.00    0.00    0.00    0.36    0.00    0.00    0.00    0.00   -0.36   -0.00    0.00    0.00    85.1    0.00
  59 12 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10   -0.00    0.00    0.00    85.2    0.00
  59 24 2020    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.05   -0.00    0.00    0.00    85.2    0.00
  60 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    85.3    0.00
  60 24 2020    0.40    0.00    0.00    0.13    0.00    0.00    0.00    0.00    0.27   -0.00    0.00    0.00    85.4    0.00
  61 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16   -0.00    0.00    0.00    85.6    0.00
  61 24 2020    0.00    0.00    0.00    0.63    0.00    0.00    0.00    0.00   -0.63   -0.00    0.00    0.00    86.2    0.00
  62 12 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20   -0.00    0.00    0.00    86.4    0.00
  62 24 2020    0.00    0.00    0.00    0.64    0.00    0.00    0.00    0.00   -0.64   -0.00    0.00    0.00    87.1    0.00
  63 12 2020    0.00    0.00    0.00    0.28    0.00    0.00    0.00    0.00   -0.28   -0.00    0.00    0.00    87.4    0.00
  63 24 2020    0.00    0.00    0.00    1.08    0.00    0.00    0.00    0.00   -1.08   -0.00    0.00    0.00    88.4    0.00
  64 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16   -0.00    0.00    0.00    88.6    0.00
  64 24 2020    0.00    0.00    0.00    0.94    0.00    0.00    0.00    0.00   -0.94   -0.00    0.00    0.00    89.5    0.00
  65 12 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20   -0.00    0.00    0.00    89.7    0.00
  65 24 2020    0.00    0.00    0.00    0.74    0.00    0.00    0.00    0.00   -0.74   -0.00    0.00    0.00    90.5    0.00
  66 12 2020    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30   -0.00    0.00    0.00    90.8    0.00
  66 24 2020    0.00    0.00    0.00    0.62    0.00    0.00    0.00    0.00   -0.62   -0.00    0.00    0.00    91.4    0.00
  67 12 2020    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24   -0.00    0.00    0.00    91.6    0.00
  67 24 2020    0.00    0.00    0.00    0.52    0.00    0.00    0.00    0.00   -0.52   -0.00    0.00    0.00    92.2    0.00
  68 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15   -0.00    0.00    0.00    92.3    0.00
  68 24 2020    0.00    0.00    0.00    0.52    0.00    0.00    0.00    0.00   -0.52   -0.00    0.00    0.00    92.8   -0.00
  69 12 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26   -0.00    0.00    0.00    93.1    0.00
  69 24 2020    0.00    0.00    0.00    0.51    0.00    0.00    0.00    0.00   -0.51   -0.00    0.00    0.00    93.6    0.00
  70 12 2020    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23   -0.00    0.00    0.00    93.8   -0.00
  70 24 2020    0.00    0.00    0.00    0.71    0.00    0.00    0.00    0.00   -0.70   -0.00    0.00    0.00    94.5   -0.00
  71 12 2020    0.00    0.00    0.00    0.28    0.00    0.00    0.00    0.00   -0.28   -0.00    0.00    0.00    94.8    0.00
  71 24 2020    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00   -0.67   -0.00    0.00    0.00    95.5   -0.00
  72 12 2020    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00   -0.25   -0.00    0.00    0.00    95.7    0.00
  72 24 2020    0.00    0.00    0.00    0.69    0.00    0.00    0.00    0.00   -0.69   -0.00    0.00    0.00    96.4    0.00
  73 12 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34   -0.00    0.00    0.00    96.8   -0.00
  73 24 2020    0.00    0.00    0.00    0.79    0.00    0.00    0.00    0.00   -0.79   -0.00    0.00    0.00    97.6    0.00
  74 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16   -0.00    0.00    0.00    97.7   -0.00
  74 24 2020    0.00    0.00    0.00    0.84    0.00    0.00    0.00    0.00   -0.84   -0.00    0.00    0.00    98.6    0.00
  75 12 2020    0.00    0.00    0.00    0.53    0.00    0.00    0.00    0.00   -0.53   -0.00    0.00    0.00    99.1    0.00
  75 24 2020    0.00    0.00    0.00    0.85    0.00    0.00    0.00    0.00   -0.85   -0.00    0.00    0.00    99.9    0.00
  76 12 2020    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23   -0.00    0.00    0.00   100.2    0.00
  76 24 2020    0.00    0.00    0.00    0.51    0.00    0.00    0.00    0.00   -0.51   -0.00    0.00    0.00   100.7    0.00
  77 12 2020    0.00    0.00    0.00    0.44    0.00    0.00    0.00    0.00   -0.44   -0.00    0.00    0.00   101.1   -0.00
  77 24 2020    0.00    0.00    0.00    0.35    0.00    0.00    0.00    0.00   -0.35   -0.00    0.00    0.00   101.5   -0.00
  78 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11   -0.00    0.00    0.00   101.6   -0.00
  78 24 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33   -0.00    0.00    0.00   101.9    0.00
  79 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13   -0.00    0.00    0.00   102.0    0.00
  79 24 2020    0.00    0.00    0.00    0.91    0.00    0.00    0.00    0.00   -0.91   -0.00    0.00    0.00   102.9    0.00
  80 12 2020    0.00    0.00    0.00    0.63    0.00    0.00    0.00    0.00   -0.63   -0.00    0.00    0.00   103.6   -0.00
  80 24 2020    0.00    0.00    0.00    1.23    0.00    0.00    0.00    0.00   -1.23   -0.00    0.00    0.00   104.8    0.00
  81 12 2020    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00   -0.50   -0.00    0.00    0.00   105.3   -0.00
  81 24 2020    0.00    0.00    0.00    1.21    0.00    0.00    0.00    0.00   -1.21   -0.00    0.00    0.00   106.5   -0.00
  82 12 2020    0.00    0.00    0.00    0.41    0.00    0.00    0.00    0.00   -0.41   -0.00    0.00    0.00   106.9    0.00
  82 24 2020    0.00    0.00    0.00    1.45    0.00    0.00    0.00    0.00   -1.45   -0.00    0.00    0.00   108.4   -0.00
  83 12 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37   -0.00    0.00    0.00   108.7   -0.00
  83 24 2020    0.00    0.00    0.00    1.21    0.00    0.00    0.00    0.00   -1.21   -0.00    0.00    0.00   110.0   -0.00
  84 12 2020    0.00    0.00    0.00    0.52    0.00    0.00    0.00    0.00   -0.52   -0.00    0.00    0.00   110.5    0.00
  84 24 2020    0.00    0.00    0.00    1.08    0.00    0.00    0.00    0.00   -1.08   -0.00    0.00    0.00   111.6    0.00
  85 12 2020    0.00    0.00    0.00    0.62    0.00    0.00    0.00    0.00   -0.62   -0.00    0.00    0.00   112.2    0.00
  85 24 2020    0.00    0.00    0.00    0.89    0.00    0.00    0.00    0.00   -0.89   -0.00    0.00    0.00   113.1    0.00
  86 12 2020    0.00    0.00    0.00    0.65    0.00    0.00    0.00    0.00   -0.65   -0.00    0.00    0.00   113.7    0.00
  86 24 2020    0.00    0.00    0.00    1.32    0.00    0.00    0.00    0.00   -1.32   -0.00    0.00    0.00   115.1    0.00
  87 12 2020    0.00    0.00    0.00    0.64    0.00    0.00    0.00    0.00   -0.64   -0.00    0.00    0.00   115.7   -0.00
  87 24 2020    0.00    0.00    0.00    0.92    0.00    0.00    0.00    0.00   -0.92   -0.00    0.00    0.00   116.6    0.00
  88 12 2020    0.00    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.61   -0.00    0.00    0.00   117.2    0.00
  88 24 2020    0.00    0.00    0.00    0.92    0.00    0.00    0.00    0.00   -0.92   -0.00    0.00    0.00   118.1    0.00
  89 12 2020    0.00    0.00    0.00    0.46    0.00    0.00    0.00    0.00   -0.46   -0.00    0.00    0.00   118.6   -0.00
  89 24 2020    0.00    0.00    0.00    0.97    0.00    0.00    0.00    0.00   -0.97   -0.00    0.00    0.00   119.6    0.00
  90 12 2020    0.00    0.00    0.00    0.47    0.00    0.00    0.00    0.00   -0.47   -0.00    0.00    0.00   120.0    0.00
  90 24 2020    0.00    0.00    0.00    0.95    0.00    0.00    0.00    0.00   -0.95   -0.00    0.00    0.00   121.0    0.00
  91 12 2020    0.00    0.00    0.00    0.41    0.00    0.00    0.00    0.00   -0.41   -0.00    0.00    0.00   121.4   -0.00
  91 24 2020    1.60    0.00    0.00    0.06    0.00    0.00    0.00    0.00    1.54   -0.00    0.00    0.00   121.5    0.00
  92 12 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22   -0.00    0.00    0.00   121.7    0.00
  92 24 2020    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00   -0.75   -0.00    0.00    0.00   122.4    0.00
  93 12 2020    0.00    0.00    0.00    0.72    0.00    0.00    0.00    0.00   -0.72   -0.00    0.00    0.00   123.2   -0.00
  93 24 2020    0.00    0.00    0.00    1.29    0.00    0.00    0.00    0.00   -1.29   -0.00    0.00    0.00   124.5   -0.00
  94 12 2020    0.00    0.00    0.00    0.76    0.00    0.00    0.00    0.00   -0.76   -0.00    0.00    0.00   125.2   -0.00
  94 24 2020    0.00    0.00    0.00    0.68    0.00    0.00    0.00    0.00   -0.68   -0.00    0.00    0.00   125.9    0.00
  95 12 2020    0.00    0.00    0.00    0.69    0.00    0.00    0.00    0.00   -0.69   -0.00    0.00    0.00   126.6    0.00
  95 24 2020    0.00    0.00    0.00    0.55    0.00    0.00    0.00    0.00   -0.55   -0.00    0.00    0.00   127.1   -0.00
  96 12 2020    0.80    0.00    0.00    0.21    0.00    0.00    0.00    0.00    0.59   -0.00    0.00    0.00   127.3    0.00
  96 24 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22   -0.00    0.00    0.00   127.6    0.00
  97 12 2020    0.00    0.00    0.00    0.36    0.00    0.00    0.00    0.00   -0.36   -0.00    0.00    0.00   127.9    0.00
  97 24 2020    0.00    0.00    0.00    1.17    0.00    0.00    0.00    0.00   -1.17   -0.00    0.00    0.00   129.1    0.00
  98 12 2020    0.00    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.61   -0.00    0.00    0.00   129.7    0.00
  98 24 2020    0.00    0.00    0.00    0.79    0.00    0.00    0.00    0.00   -0.79   -0.00    0.00    0.00   130.5    0.00
  99 12 2020    0.00    0.00    0.00    0.79    0.00    0.00    0.00    0.00   -0.79   -0.00    0.00    0.00   131.3    0.00
  99 24 2020    0.00    0.00    0.00    0.47    0.00    0.00    0.00    0.00   -0.47   -0.00    0.00    0.00   131.7    0.00
 100 12 2020    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00   -0.67   -0.00    0.00    0.00   132.4   -0.00
 100 24 2020    0.00    0.00    0.00    0.54    0.00    0.00    0.00    0.00   -0.54   -0.00    0.00    0.00   133.0   -0.00
 101 12 2020    0.00    0.00    0.00    0.65    0.00    0.00    0.00    0.00   -0.65   -0.00    0.00    0.00   133.6   -0.00
 101 24 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45    0.00    0.00    0.00   134.1   -0.00
 102 12 2020    0.00    0.00    0.00    0.71    0.00    0.00    0.00    0.00   -0.71    0.00    0.00    0.00   134.8   -0.00
 102 24 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00   135.1    0.00
 103 12 2020    0.00    0.00    0.00    0.84    0.00    0.00    0.00    0.00   -0.84    0.00    0.00    0.00   136.0   -0.00
 103 24 2020    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32    0.00    0.00    0.00   136.3    0.00
 104 12 2020    0.00    0.00    0.00    0.74    0.00    0.00    0.00    0.00   -0.74    0.00    0.00    0.00   137.1   -0.00
 104 24 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00   137.3    0.00
 105 12 2020    0.00    0.00    0.00    0.70    0.00    0.00    0.00    0.00   -0.70    0.00    0.00    0.00   138.0   -0.00
 105 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   138.3    0.00
 106 12 2020    0.00    0.00    0.00    0.69    0.00    0.00    0.00    0.00   -0.69    0.00    0.00    0.00   139.0   -0.00
 106 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   139.3    0.00
 107 12 2020    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00   -0.67    0.00    0.00    0.00   139.9   -0.00
 107 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   140.2    0.00
 108 12 2020    0.00    0.00    0.00    0.66    0.00    0.00    0.00    0.00   -0.66    0.00    0.00    0.00   140.9   -0.00
 108 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   141.1    0.00
 109 12 2020    0.00    0.00    0.00    0.64    0.00    0.00    0.00    0.00   -0.64    0.00    0.00    0.00   141.8   -0.00
 109 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   142.0    0.00
 110 12 2020    0.00    0.00    0.00    0.63    0.00    0.00    0.00    0.00   -0.63    0.00    0.00    0.00   142.7   -0.00
 110 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   142.9    0.00
 111 12 2020    0.00    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.61    0.00    0.00    0.00   143.6   -0.00
 111 24 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00   143.8    0.00
 112 12 2020    0.00    0.00    0.00    0.65    0.00    0.00    0.00    0.00   -0.65    0.00    0.00    0.00   144.5    0.00
 112 24 2020    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00   -0.25    0.00    0.00    0.00   144.7    0.00
 113 12 2020    0.00    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.61    0.00    0.00    0.00   145.3    0.00
 113 24 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00   145.7    0.00
 114 12 2020    0.00    0.00    0.00    0.49    0.00    0.00    0.00    0.00   -0.49    0.00    0.00    0.00   146.2   -0.00
 114 24 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.35    0.00    0.00    0.00   146.5    0.00
 115 12 2020    0.00    0.00    0.00    0.28    0.00    0.00    0.00    0.00   -0.28    0.00    0.00    0.00   146.8   -0.00
 115 24 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00   147.1    0.00
 116 12 2020    0.00    0.00    0.00    0.39    0.00    0.00    0.00    0.00   -0.39    0.00    0.00    0.00   147.5   -0.00
 116 24 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34    0.00    0.00    0.00   147.9    0.00
 117 12 2020    0.00    0.00    0.00    0.60    0.00    0.00    0.00    0.00   -0.60    0.00    0.00    0.00   148.5   -0.00
 117 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42    0.00    0.00    0.00   148.9    0.00
 118 12 2020    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31    0.00    0.00    0.00   149.2   -0.00
 118 24 2020    0.00    0.00    0.00    0.49    0.00    0.00    0.00    0.00   -0.49    0.00    0.00    0.00   149.7    0.00
 119 12 2020    0.00    0.00    0.00    0.35    0.00    0.00    0.00    0.00   -0.35    0.00    0.00    0.00   150.0   -0.00
 119 24 2020    0.00    0.00    0.00    0.52    0.00    0.00    0.00    0.00   -0.52    0.00    0.00    0.00   150.6    0.00
 120 12 2020    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30    0.00    0.00    0.00   150.9   -0.00
 120 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42    0.00    0.00    0.00   151.3    0.00
