
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
                 MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM
  45 12 2020    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    30.2    0.00
  45 24 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.17    0.00    0.00    0.00    30.4    0.00
  46 12 2020    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    30.4    0.00
  46 24 2020    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00    30.5    0.00
  47 12 2020    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00    30.5    0.00
  47 24 2020    0.00    0.00    0.00    0.19    0.00    0.00    0.00    0.00   -0.19    0.00    0.00    0.00    30.7    0.00
  48 12 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.07    0.00    0.00    0.00    30.8    0.00
  48 24 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    31.0    0.00
  49 12 2020    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.05    0.00    0.00    0.00    31.0    0.00
  49 24 2020    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.08    0.00    0.00    0.00    31.1    0.00
  50 12 2020    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00    31.1    0.00
  50 24 2020    0.00    0.00    0.00    0.19    0.00    0.00    0.00    0.00   -0.19    0.00    0.00    0.00    31.3    0.00
  51 12 2020    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    31.3    0.00
  51 24 2020    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23    0.00    0.00    0.00    31.5    0.00
  52 12 2020    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.05    0.00    0.00    0.00    31.6    0.00
  52 24 2020    0.00    0.00    0.00    0.19    0.00    0.00    0.00    0.00   -0.19    0.00    0.00    0.00    31.8    0.00
  53 12 2020    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.05    0.00    0.00    0.00    31.8    0.00
  53 24 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    32.0    0.00
  54 12 2020    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    0.00    0.04    0.00    0.00    0.00    31.9    0.00
  54 24 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00    32.0    0.00
  55 12 2020    0.00    0.00    0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    32.0    0.00
  55 24 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06    0.00    0.00    0.00    32.1    0.00
  56 12 2020    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    32.1    0.00
  56 24 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18    0.00    0.00    0.00    32.3    0.00
  57 12 2020    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00   -0.05    0.00    0.00    0.00    32.3    0.00
  57 24 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    32.5    0.00
  58 12 2020    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00    32.6    0.00
  58 24 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    32.8    0.00
  59 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    32.8    0.00
  59 24 2020    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    0.00    0.02    0.00    0.00    0.00    32.8    0.00
  60 12 2020    0.00    0.00    0.00   -0.03    0.00    0.00    0.00    0.00    0.03    0.00    0.00    0.00    32.7    0.00
  60 24 2020    0.40    0.00    0.00    0.04    0.00    0.00    0.00    0.00    0.36    0.00    0.00    0.00    32.8    0.00
  61 12 2020    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    32.8    0.00
  61 24 2020    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31    0.00    0.00    0.00    33.1    0.00
  62 12 2020    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00    33.1    0.00
  62 24 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00    33.3    0.00
  63 12 2020    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03    0.00    0.00    0.00    33.3    0.00
  63 24 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00    33.7    0.00
  64 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    33.7    0.00
  64 24 2020    0.00    0.00    0.00    0.28    0.00    0.00    0.00    0.00   -0.28    0.00    0.00    0.00    34.0    0.00
  65 12 2020    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    34.0    0.00
  65 24 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00    34.2    0.00
  66 12 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06    0.00    0.00    0.00    34.2    0.00
  66 24 2020    0.00    0.00    0.00    0.19    0.00    0.00    0.00    0.00   -0.19    0.00    0.00    0.00    34.4    0.00
  67 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    34.5    0.00
  67 24 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    34.6    0.00
  68 12 2020    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    0.00    0.04    0.00    0.00    0.00    34.5    0.00
  68 24 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00    34.6    0.00
  69 12 2020    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    0.00    0.02    0.00    0.00    0.00    34.6    0.00
  69 24 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00    34.7    0.00
  70 12 2020    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    0.00    0.02    0.00    0.00    0.00    34.7    0.00
  70 24 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18    0.00    0.00    0.00    34.9   -0.00
  71 12 2020    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    34.9    0.00
  71 24 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    35.0    0.00
  72 12 2020    0.00    0.00    0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    35.0    0.00
  72 24 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00    35.2   -0.00
  73 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    35.2    0.00
  73 24 2020    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17    0.00    0.00    0.00    35.4    0.00
  74 12 2020    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    0.00    0.02    0.00    0.00    0.00    35.4   -0.00
  74 24 2020    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23    0.00    0.00    0.00    35.6   -0.00
  75 12 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00    35.8   -0.00
  75 24 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00    36.1   -0.00
  76 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07    0.00    0.00    0.00    36.1    0.00
  76 24 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    36.3   -0.00
  77 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    36.4   -0.00
  77 24 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    36.5   -0.00
  78 12 2020    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    36.5    0.00
  78 24 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    36.5    0.00
  79 12 2020    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   -0.00    0.00    0.00    0.00    36.6    0.00
  79 24 2020    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30    0.00    0.00    0.00    36.8    0.00
  80 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    37.0   -0.00
  80 24 2020    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31    0.00    0.00    0.00    37.3    0.00
  81 12 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00    37.4   -0.00
  81 24 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00    37.8    0.00
  82 12 2020    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.08    0.00    0.00    0.00    37.8    0.00
  82 24 2020    0.00    0.00    0.00    0.39    0.00    0.00    0.00    0.00   -0.39    0.00    0.00    0.00    38.2   -0.00
  83 12 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06    0.00    0.00    0.00    38.3    0.00
  83 24 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00    38.7   -0.00
  84 12 2020    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00    38.8    0.00
  84 24 2020    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32    0.00    0.00    0.00    39.1    0.00
  85 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13    0.00    0.00    0.00    39.2    0.00
  85 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00    39.5    0.00
  86 12 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18    0.00    0.00    0.00    39.7    0.00
  86 24 2020    0.00    0.00    0.00    0.51    0.00    0.00    0.00    0.00   -0.51    0.00    0.00    0.00    40.2    0.00
  87 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    40.3   -0.00
  87 24 2020    0.00    0.00    0.00    0.60    0.00    0.00    0.00    0.00   -0.60    0.00    0.00    0.00    41.0   -0.00
  88 12 2020    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17    0.00    0.00    0.00    41.1    0.00
  88 24 2020    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32    0.00    0.00    0.00    41.4   -0.00
  89 12 2020    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.08    0.00    0.00    0.00    41.5   -0.00
  89 24 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33    0.00    0.00    0.00    41.9   -0.00
  90 12 2020    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00    41.9   -0.00
  90 24 2020    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32    0.00    0.00    0.00    42.3   -0.00
  91 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    42.4    0.00
  91 24 2020    1.60    0.00    0.00   -0.03    0.00    0.00    0.00    0.00    1.63    0.00    0.00    0.00    42.4   -0.00
  92 12 2020    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   -0.00    0.00    0.00    0.00    42.4   -0.00
  92 24 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34    0.00    0.00    0.00    42.7    0.00
  93 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    42.9   -0.00
  93 24 2020    0.00    0.00    0.00    0.46    0.00    0.00    0.00    0.00   -0.46    0.00    0.00    0.00    43.4    0.00
  94 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14    0.00    0.00    0.00    43.5    0.00
  94 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42    0.00    0.00    0.00    43.9    0.00
  95 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11    0.00    0.00    0.00    44.0    0.00
  95 24 2020    0.00    0.00    0.00    0.39    0.00    0.00    0.00    0.00   -0.39    0.00    0.00    0.00    44.4    0.00
  96 12 2020    0.80    0.00    0.00   -0.01    0.00    0.00    0.00    0.00    0.81    0.00    0.00    0.00    44.4    0.00
  96 24 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    44.4    0.00
  97 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    44.5    0.00
  97 24 2020    0.00    0.00    0.00    0.43    0.00    0.00    0.00    0.00   -0.43    0.00    0.00    0.00    44.9    0.00
  98 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07    0.00    0.00    0.00    45.0   -0.00
  98 24 2020    0.00    0.00    0.00    0.56    0.00    0.00    0.00    0.00   -0.56    0.00    0.00    0.00    45.5   -0.00
  99 12 2020    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00    45.7   -0.00
  99 24 2020    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00   -0.50    0.00    0.00    0.00    46.2    0.00
 100 12 2020    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.08    0.00    0.00    0.00    46.2    0.00
 100 24 2020    0.00    0.00    0.00    0.52    0.00    0.00    0.00    0.00   -0.52    0.00    0.00    0.00    46.8   -0.00
 101 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    46.8   -0.00
 101 24 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14    0.00    0.00    0.00    46.9    0.00
 102 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    47.0   -0.00
 102 24 2020    0.00    0.00    0.00    0.56    0.00    0.00    0.00    0.00   -0.56    0.00    0.00    0.00    47.5    0.00
 103 12 2020    0.00    0.00    0.00    0.17    0.00    0.00    0.00    0.00   -0.17    0.00    0.00    0.00    47.7   -0.00
 103 24 2020    0.00    0.00    0.00    0.44    0.00    0.00    0.00    0.00   -0.44    0.00    0.00    0.00    48.1   -0.00
 104 12 2020    0.00    0.00    0.00    0.20    0.00    0.00    0.00    0.00   -0.20    0.00    0.00    0.00    48.3    0.00
 104 24 2020    0.00    0.00    0.00    0.51    0.00    0.00    0.00    0.00   -0.51    0.00    0.00    0.00    48.8    0.00
 105 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    49.0   -0.00
 105 24 2020    0.00    0.00    0.00    0.58    0.00    0.00    0.00    0.00   -0.58    0.00    0.00    0.00    49.6   -0.00
 106 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16    0.00    0.00    0.00    49.7   -0.00
 106 24 2020    0.00    0.00    0.00    0.57    0.00    0.00    0.00    0.00   -0.57    0.00    0.00    0.00    50.3    0.00
 107 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    50.5   -0.00
 107 24 2020    0.00    0.00    0.00    0.56    0.00    0.00    0.00    0.00   -0.56    0.00    0.00    0.00    51.0   -0.00
 108 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    51.2   -0.00
 108 24 2020    0.00    0.00    0.00    0.55    0.00    0.00    0.00    0.00   -0.55    0.00    0.00    0.00    51.7    0.00
 109 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    51.9    0.00
 109 24 2020    0.00    0.00    0.00    0.55    0.00    0.00    0.00    0.00   -0.55    0.00    0.00    0.00    52.4   -0.00
 110 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15    0.00    0.00    0.00    52.6   -0.00
 110 24 2020    0.00    0.00    0.00    0.54    0.00    0.00    0.00    0.00   -0.54    0.00    0.00    0.00    53.1    0.00
 111 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14    0.00    0.00    0.00    53.2   -0.00
 111 24 2020    0.00    0.00    0.00    0.52    0.00    0.00    0.00    0.00   -0.52    0.00    0.00    0.00    53.8    0.00
 112 12 2020    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09    0.00    0.00    0.00    53.9    0.00
 112 24 2020    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31    0.00    0.00    0.00    54.2   -0.00
 113 12 2020    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12    0.00    0.00    0.00    54.3   -0.00
 113 24 2020    0.00    0.00    0.00    0.55    0.00    0.00    0.00    0.00   -0.55    0.00    0.00    0.00    54.8    0.00
 114 12 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26    0.00    0.00    0.00    55.1   -0.00
 114 24 2020    0.00    0.00    0.00    0.76    0.00    0.00    0.00    0.00   -0.76    0.00    0.00    0.00    55.9    0.00
 115 12 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00    56.2    0.00
 115 24 2020    0.00    0.00    0.00    0.58    0.00    0.00    0.00    0.00   -0.58    0.00    0.00    0.00    56.8   -0.00
 116 12 2020    0.00    0.00    0.00    0.23    0.00    0.00    0.00    0.00   -0.23    0.00    0.00    0.00    57.1    0.00
 116 24 2020    0.00    0.00    0.00    0.61    0.00    0.00    0.00    0.00   -0.61    0.00    0.00    0.00    57.7   -0.00
 117 12 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22    0.00    0.00    0.00    57.9    0.00
 117 24 2020    0.00    0.00    0.00    0.74    0.00    0.00    0.00    0.00   -0.74    0.00    0.00    0.00    58.6   -0.00
 118 12 2020    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00   -0.25    0.00    0.00    0.00    58.9   -0.00
 118 24 2020    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00   -0.75    0.00    0.00    0.00    59.6   -0.00
 119 12 2020    0.00    0.00    0.00    0.35    0.00    0.00    0.00    0.00   -0.35    0.00    0.00    0.00    60.0    0.00
 119 24 2020    0.00    0.00    0.00    0.83    0.00    0.00    0.00    0.00   -0.83    0.00    0.00    0.00    60.8    0.00
 120 12 2020    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.29    0.00    0.00    0.00    61.1    0.00
 120 24 2020    0.00    0.00    0.00    0.64    0.00    0.00    0.00    0.00   -0.64    0.00    0.00    0.00    61.7   -0.00
