
                                       SUMMARY OF WATER BALANCE

                                                              CHANGE IN STORAGE
                               PRECIP          PLANT   ------------------------------  DEEP                     CUM.
 DAY HR  YR   PRECIP  SNOWMELT INTRCP    ET    TRANSP  CANOPY   SNOW  RESIDUE   SOIL   PERC   RUNOFF   PONDED    ET    ERROR
                 MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM      MM
  39 24 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26   -0.00    0.00    0.00    63.4    0.00
  40 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11   -0.00    0.00    0.00    63.6    0.00
  40 24 2020    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.29   -0.00    0.00    0.00    63.8    0.00
  41 12 2020    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.08   -0.00    0.00    0.00    63.9    0.00
  41 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27   -0.00    0.00    0.00    64.2    0.00
  42 12 2020    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03   -0.00    0.00    0.00    64.2    0.00
  42 24 2020    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.29   -0.00    0.00    0.00    64.5    0.00
  43 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04   -0.00    0.00    0.00    64.6    0.00
  43 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27   -0.00    0.00    0.00    64.8    0.00
  44 12 2020    0.00    0.00    0.00   -0.02    0.00    0.00    0.00    0.00    0.02   -0.00    0.00    0.00    64.8    0.00
  44 24 2020    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.21   -0.00    0.00    0.00    65.0    0.00
  45 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04   -0.00    0.00    0.00    65.1    0.00
  45 24 2020    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00   -0.34   -0.00    0.00    0.00    65.4    0.00
  46 12 2020    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.01   -0.00    0.00    0.00    65.4    0.00
  46 24 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26   -0.00    0.00    0.00    65.7    0.00
  47 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    65.7    0.00
  47 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42   -0.00    0.00    0.00    66.2    0.00
  48 12 2020    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12   -0.00    0.00    0.00    66.3    0.00
  48 24 2020    0.00    0.00    0.00    0.36    0.00    0.00    0.00    0.00   -0.36   -0.00    0.00    0.00    66.6    0.00
  49 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    66.7    0.00
  49 24 2020    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.21   -0.00    0.00    0.00    66.9    0.00
  50 12 2020    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00   -0.07   -0.00    0.00    0.00    67.0    0.00
  50 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42   -0.00    0.00    0.00    67.4    0.00
  51 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04   -0.00    0.00    0.00    67.4    0.00
  51 24 2020    0.00    0.00    0.00    0.44    0.00    0.00    0.00    0.00   -0.44   -0.00    0.00    0.00    67.9    0.00
  52 12 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10   -0.00    0.00    0.00    68.0    0.00
  52 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42   -0.00    0.00    0.00    68.4    0.00
  53 12 2020    0.00    0.00    0.00    0.11    0.00    0.00    0.00    0.00   -0.11   -0.00    0.00    0.00    68.5    0.00
  53 24 2020    0.00    0.00    0.00    0.28    0.00    0.00    0.00    0.00   -0.28   -0.00    0.00    0.00    68.8    0.00
  54 12 2020    0.00    0.00    0.00   -0.07    0.00    0.00    0.00    0.00    0.07   -0.00    0.00    0.00    68.7    0.00
  54 24 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18   -0.00    0.00    0.00    68.9    0.00
  55 12 2020    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    0.00    0.01   -0.00    0.00    0.00    68.9    0.00
  55 24 2020    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00   -0.12   -0.00    0.00    0.00    69.0    0.00
  56 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02   -0.00    0.00    0.00    69.0    0.00
  56 24 2020    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.29   -0.00    0.00    0.00    69.3    0.00
  57 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15   -0.00    0.00    0.00    69.5    0.00
  57 24 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45   -0.00    0.00    0.00    69.9    0.00
  58 12 2020    0.00    0.00    0.00    0.15    0.00    0.00    0.00    0.00   -0.15   -0.00    0.00    0.00    70.1    0.00
  58 24 2020    0.00    0.00    0.00    0.21    0.00    0.00    0.00    0.00   -0.21   -0.00    0.00    0.00    70.3    0.00
  59 12 2020    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    0.00    0.01   -0.00    0.00    0.00    70.3    0.00
  59 24 2020    0.00    0.00    0.00   -0.12    0.00    0.00    0.00    0.00    0.12   -0.00    0.00    0.00    70.2    0.00
  60 12 2020    0.00    0.00    0.00   -0.08    0.00    0.00    0.00    0.00    0.08   -0.00    0.00    0.00    70.1    0.00
  60 24 2020    0.40    0.00    0.00   -0.03    0.00    0.00    0.00    0.00    0.43   -0.00    0.00    0.00    70.1    0.00
  61 12 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04   -0.00    0.00    0.00    70.1    0.00
  61 24 2020    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00   -0.42   -0.00    0.00    0.00    70.5    0.00
  62 12 2020    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00   -0.08   -0.00    0.00    0.00    70.6    0.00
  62 24 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37   -0.00    0.00    0.00    71.0    0.00
  63 12 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10   -0.00    0.00    0.00    71.1    0.00
  63 24 2020    0.00    0.00    0.00    0.77    0.00    0.00    0.00    0.00   -0.77   -0.00    0.00    0.00    71.8    0.00
  64 12 2020    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00   -0.03   -0.00    0.00    0.00    71.9    0.00
  64 24 2020    0.00    0.00    0.00    0.64    0.00    0.00    0.00    0.00   -0.64   -0.00    0.00    0.00    72.5    0.00
  65 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02   -0.00    0.00    0.00    72.5    0.00
  65 24 2020    0.00    0.00    0.00    0.43    0.00    0.00    0.00    0.00   -0.43   -0.00    0.00    0.00    72.9    0.00
  66 12 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16   -0.00    0.00    0.00    73.1    0.00
  66 24 2020    0.00    0.00    0.00    0.41    0.00    0.00    0.00    0.00   -0.41   -0.00    0.00    0.00    73.5    0.00
  67 12 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10   -0.00    0.00    0.00    73.6   -0.00
  67 24 2020    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.29   -0.00    0.00    0.00    73.9   -0.00
  68 12 2020    0.00    0.00    0.00   -0.06    0.00    0.00    0.00    0.00    0.06   -0.00    0.00    0.00    73.8   -0.00
  68 24 2020    0.00    0.00    0.00    0.26    0.00    0.00    0.00    0.00   -0.26   -0.00    0.00    0.00    74.1    0.00
  69 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02   -0.00    0.00    0.00    74.1   -0.00
  69 24 2020    0.00    0.00    0.00    0.24    0.00    0.00    0.00    0.00   -0.24   -0.00    0.00    0.00    74.4   -0.00
  70 12 2020    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    0.00    0.01   -0.00    0.00    0.00    74.4    0.00
  70 24 2020    0.00    0.00    0.00    0.43    0.00    0.00    0.00    0.00   -0.43   -0.00    0.00    0.00    74.8   -0.00
  71 12 2020    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.01   -0.00    0.00    0.00    74.8    0.00
  71 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27   -0.00    0.00    0.00    75.1   -0.00
  72 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02   -0.00    0.00    0.00    75.1    0.00
  72 24 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37   -0.00    0.00    0.00    75.5   -0.00
  73 12 2020    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09   -0.00    0.00    0.00    75.6    0.00
  73 24 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38   -0.00    0.00    0.00    75.9   -0.00
  74 12 2020    0.00    0.00    0.00   -0.05    0.00    0.00    0.00    0.00    0.05   -0.00    0.00    0.00    75.9   -0.00
  74 24 2020    0.00    0.00    0.00    0.58    0.00    0.00    0.00    0.00   -0.58   -0.00    0.00    0.00    76.5   -0.00
  75 12 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38   -0.00    0.00    0.00    76.8    0.00
  75 24 2020    0.00    0.00    0.00    0.57    0.00    0.00    0.00    0.00   -0.57   -0.00    0.00    0.00    77.4   -0.00
  76 12 2020    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00   -0.09   -0.00    0.00    0.00    77.5   -0.00
  76 24 2020    0.00    0.00    0.00    0.29    0.00    0.00    0.00    0.00   -0.29   -0.00    0.00    0.00    77.8   -0.00
  77 12 2020    0.00    0.00    0.00    0.22    0.00    0.00    0.00    0.00   -0.22   -0.00    0.00    0.00    78.0   -0.00
  77 24 2020    0.00    0.00    0.00    0.16    0.00    0.00    0.00    0.00   -0.16   -0.00    0.00    0.00    78.2   -0.00
  78 12 2020    0.00    0.00    0.00   -0.08    0.00    0.00    0.00    0.00    0.08   -0.00    0.00    0.00    78.1    0.00
  78 24 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06   -0.00    0.00    0.00    78.2    0.00
  79 12 2020    0.00    0.00    0.00   -0.04    0.00    0.00    0.00    0.00    0.04   -0.00    0.00    0.00    78.1   -0.00
  79 24 2020    0.00    0.00    0.00    0.69    0.00    0.00    0.00    0.00   -0.69   -0.00    0.00    0.00    78.8    0.00
  80 12 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45   -0.00    0.00    0.00    79.3   -0.00
  80 24 2020    0.00    0.00    0.00    1.05    0.00    0.00    0.00    0.00   -1.05   -0.00    0.00    0.00    80.3   -0.00
  81 12 2020    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30   -0.00    0.00    0.00    80.6    0.00
  81 24 2020    0.00    0.00    0.00    0.86    0.00    0.00    0.00    0.00   -0.86   -0.00    0.00    0.00    81.5    0.00
  82 12 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18   -0.00    0.00    0.00    81.6    0.00
  82 24 2020    0.00    0.00    0.00    1.10    0.00    0.00    0.00    0.00   -1.10   -0.00    0.00    0.00    82.7    0.00
  83 12 2020    0.00    0.00    0.00    0.13    0.00    0.00    0.00    0.00   -0.13   -0.00    0.00    0.00    82.9    0.00
  83 24 2020    0.00    0.00    0.00    0.89    0.00    0.00    0.00    0.00   -0.89   -0.00    0.00    0.00    83.8   -0.00
  84 12 2020    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30   -0.00    0.00    0.00    84.1    0.00
  84 24 2020    0.00    0.00    0.00    0.76    0.00    0.00    0.00    0.00   -0.76   -0.00    0.00    0.00    84.8   -0.00
  85 12 2020    0.00    0.00    0.00    0.31    0.00    0.00    0.00    0.00   -0.31   -0.00    0.00    0.00    85.1    0.00
  85 24 2020    0.00    0.00    0.00    0.54    0.00    0.00    0.00    0.00   -0.54   -0.00    0.00    0.00    85.7    0.00
  86 12 2020    0.00    0.00    0.00    0.41    0.00    0.00    0.00    0.00   -0.41   -0.00    0.00    0.00    86.1    0.00
  86 24 2020    0.00    0.00    0.00    1.07    0.00    0.00    0.00    0.00   -1.07   -0.00    0.00    0.00    87.1    0.00
  87 12 2020    0.00    0.00    0.00    0.32    0.00    0.00    0.00    0.00   -0.32   -0.00    0.00    0.00    87.5   -0.00
  87 24 2020    0.00    0.00    0.00    1.59    0.00    0.00    0.00    0.00   -1.59   -0.00    0.00    0.00    89.1   -0.00
  88 12 2020    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00   -0.30   -0.00    0.00    0.00    89.4    0.00
  88 24 2020    0.00    0.00    0.00    0.55    0.00    0.00    0.00    0.00   -0.55   -0.00    0.00    0.00    89.9   -0.00
  89 12 2020    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00   -0.18   -0.00    0.00    0.00    90.1   -0.00
  89 24 2020    0.00    0.00    0.00    0.59    0.00    0.00    0.00    0.00   -0.59   -0.00    0.00    0.00    90.7    0.00
  90 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14   -0.00    0.00    0.00    90.8   -0.00
  90 24 2020    0.00    0.00    0.00    0.59    0.00    0.00    0.00    0.00   -0.59   -0.00    0.00    0.00    91.4    0.00
  91 12 2020    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00   -0.06   -0.00    0.00    0.00    91.5   -0.00
  91 24 2020    1.60    0.00    0.00   -0.21    0.00    0.00    0.00    0.00    1.81   -0.00    0.00    0.00    91.3    0.00
  92 12 2020    0.00    0.00    0.00   -0.01    0.00    0.00    0.00    0.00    0.01   -0.00    0.00    0.00    91.3    0.00
  92 24 2020    0.00    0.00    0.00    0.39    0.00    0.00    0.00    0.00   -0.39   -0.00    0.00    0.00    91.6    0.00
  93 12 2020    0.00    0.00    0.00    0.48    0.00    0.00    0.00    0.00   -0.48   -0.00    0.00    0.00    92.1   -0.00
  93 24 2020    0.00    0.00    0.00    0.98    0.00    0.00    0.00    0.00   -0.98   -0.00    0.00    0.00    93.1   -0.00
  94 12 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38   -0.00    0.00    0.00    93.5   -0.00
  94 24 2020    0.00    0.00    0.00    0.96    0.00    0.00    0.00    0.00   -0.96   -0.00    0.00    0.00    94.4    0.00
  95 12 2020    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   -0.33   -0.00    0.00    0.00    94.8   -0.00
  95 24 2020    0.00    0.00    0.00    0.87    0.00    0.00    0.00    0.00   -0.87   -0.00    0.00    0.00    95.6    0.00
  96 12 2020    0.80    0.00    0.00   -0.23    0.00    0.00    0.00    0.00    1.03   -0.00    0.00    0.00    95.4   -0.00
  96 24 2020    0.00    0.00    0.00   -0.10    0.00    0.00    0.00    0.00    0.10   -0.00    0.00    0.00    95.3   -0.00
  97 12 2020    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00   -0.14   -0.00    0.00    0.00    95.4   -0.00
  97 24 2020    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00   -0.75    0.00    0.00    0.00    96.2    0.00
  98 12 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00    96.5   -0.00
  98 24 2020    0.00    0.00    0.00    1.17    0.00    0.00    0.00    0.00   -1.17    0.00    0.00    0.00    97.6    0.00
  99 12 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00    98.0   -0.00
  99 24 2020    0.00    0.00    0.00    1.07    0.00    0.00    0.00    0.00   -1.07    0.00    0.00    0.00    99.1   -0.00
 100 12 2020    0.00    0.00    0.00    0.19    0.00    0.00    0.00    0.00   -0.19    0.00    0.00    0.00    99.3   -0.00
 100 24 2020    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   -1.00    0.00    0.00    0.00   100.3    0.00
 101 12 2020    0.00    0.00    0.00    0.02    0.00    0.00    0.00    0.00   -0.02    0.00    0.00    0.00   100.3   -0.00
 101 24 2020    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00   -0.04    0.00    0.00    0.00   100.3    0.00
 102 12 2020    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00   -0.25    0.00    0.00    0.00   100.6    0.00
 102 24 2020    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   -1.00    0.00    0.00    0.00   101.6   -0.00
 103 12 2020    0.00    0.00    0.00    0.41    0.00    0.00    0.00    0.00   -0.41    0.00    0.00    0.00   102.0   -0.00
 103 24 2020    0.00    0.00    0.00    1.08    0.00    0.00    0.00    0.00   -1.08    0.00    0.00    0.00   103.1   -0.00
 104 12 2020    0.00    0.00    0.00    0.58    0.00    0.00    0.00    0.00   -0.58    0.00    0.00    0.00   103.7   -0.00
 104 24 2020    0.00    0.00    0.00    1.25    0.00    0.00    0.00    0.00   -1.25    0.00    0.00    0.00   104.9    0.00
 105 12 2020    0.00    0.00    0.00    0.47    0.00    0.00    0.00    0.00   -0.47    0.00    0.00    0.00   105.4    0.00
 105 24 2020    0.00    0.00    0.00    1.36    0.00    0.00    0.00    0.00   -1.36    0.00    0.00    0.00   106.7   -0.00
 106 12 2020    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00   -0.45    0.00    0.00    0.00   107.2   -0.00
 106 24 2020    0.00    0.00    0.00    1.29    0.00    0.00    0.00    0.00   -1.29    0.00    0.00    0.00   108.5   -0.00
 107 12 2020    0.00    0.00    0.00    0.43    0.00    0.00    0.00    0.00   -0.43    0.00    0.00    0.00   108.9   -0.00
 107 24 2020    0.00    0.00    0.00    1.23    0.00    0.00    0.00    0.00   -1.23    0.00    0.00    0.00   110.1   -0.00
 108 12 2020    0.00    0.00    0.00    0.41    0.00    0.00    0.00    0.00   -0.41    0.00    0.00    0.00   110.5    0.00
 108 24 2020    0.00    0.00    0.00    1.18    0.00    0.00    0.00    0.00   -1.18    0.00    0.00    0.00   111.7   -0.00
 109 12 2020    0.00    0.00    0.00    0.40    0.00    0.00    0.00    0.00   -0.40    0.00    0.00    0.00   112.1   -0.00
 109 24 2020    0.00    0.00    0.00    1.13    0.00    0.00    0.00    0.00   -1.13    0.00    0.00    0.00   113.2    0.00
 110 12 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00   113.6    0.00
 110 24 2020    0.00    0.00    0.00    1.09    0.00    0.00    0.00    0.00   -1.09    0.00    0.00    0.00   114.7   -0.00
 111 12 2020    0.00    0.00    0.00    0.37    0.00    0.00    0.00    0.00   -0.37    0.00    0.00    0.00   115.1   -0.00
 111 24 2020    0.00    0.00    0.00    1.03    0.00    0.00    0.00    0.00   -1.03    0.00    0.00    0.00   116.1    0.00
 112 12 2020    0.00    0.00    0.00    0.10    0.00    0.00    0.00    0.00   -0.10    0.00    0.00    0.00   116.2   -0.00
 112 24 2020    0.00    0.00    0.00    0.39    0.00    0.00    0.00    0.00   -0.39    0.00    0.00    0.00   116.6   -0.00
 113 12 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   116.9   -0.00
 113 24 2020    0.00    0.00    0.00    0.98    0.00    0.00    0.00    0.00   -0.98    0.00    0.00    0.00   117.9   -0.00
 114 12 2020    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00   -0.75    0.00    0.00    0.00   118.6   -0.00
 114 24 2020    0.00    0.00    0.00    0.91    0.00    0.00    0.00    0.00   -0.91    0.00    0.00    0.00   119.5    0.00
 115 12 2020    0.00    0.00    0.00    0.93    0.00    0.00    0.00    0.00   -0.93    0.00    0.00    0.00   120.4   -0.00
 115 24 2020    0.00    0.00    0.00    0.58    0.00    0.00    0.00    0.00   -0.58    0.00    0.00    0.00   121.0    0.00
 116 12 2020    0.00    0.00    0.00    0.58    0.00    0.00    0.00    0.00   -0.58    0.00    0.00    0.00   121.6    0.00
 116 24 2020    0.00    0.00    0.00    0.82    0.00    0.00    0.00    0.00   -0.82    0.00    0.00    0.00   122.4   -0.00
 117 12 2020    0.00    0.00    0.00    0.59    0.00    0.00    0.00    0.00   -0.59    0.00    0.00    0.00   123.0    0.00
 117 24 2020    0.00    0.00    0.00    0.68    0.00    0.00    0.00    0.00   -0.68    0.00    0.00    0.00   123.7    0.00
 118 12 2020    0.00    0.00    0.00    0.66    0.00    0.00    0.00    0.00   -0.66    0.00    0.00    0.00   124.3   -0.00
 118 24 2020    0.00    0.00    0.00    0.56    0.00    0.00    0.00    0.00   -0.56    0.00    0.00    0.00   124.9    0.00
 119 12 2020    0.00    0.00    0.00    0.86    0.00    0.00    0.00    0.00   -0.86    0.00    0.00    0.00   125.8    0.00
 119 24 2020    0.00    0.00    0.00    0.27    0.00    0.00    0.00    0.00   -0.27    0.00    0.00    0.00   126.0    0.00
 120 12 2020    0.00    0.00    0.00    0.71    0.00    0.00    0.00    0.00   -0.71    0.00    0.00    0.00   126.7   -0.00
 120 24 2020    0.00    0.00    0.00    0.38    0.00    0.00    0.00    0.00   -0.38    0.00    0.00    0.00   127.1   -0.00
